,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
3427,202509302248,0.66133,0.66131,0.66132,0.66132,24,m1,0.6613041839942745,0.6612707831308757,0.6612768679604883,0,0,0.6613041839942745,0.6612768679604883,0.3,1,0,1,1
3428,202509302249,0.66133,0.66131,0.66131,0.66132,12,m1,0.6613042418649782,0.6612715597025415,0.6612776860355379,0,0,0.6613042418649782,0.6612776860355379,0.3,1,0,1,1
3429,202509302250,0.66132,0.66131,0.66131,0.66131,14,m1,0.661304299159854,0.6612723208965505,0.6612784839112036,0,0,0.661304299159854,0.6612784839112036,0.3,1,0,1,1
3430,202509302251,0.66132,0.66131,0.66132,0.66131,15,m1,0.6613044553871191,0.6612732650372128,0.6612795089998158,0,0,0.6613044553871191,0.6612795089998158,0.2,1,0,1,1
3431,202509302252,0.66133,0.66131,0.66132,0.66132,12,m1,0.6613046100598842,0.6612741904820205,0.661280508777598,0,0,0.6613046100598842,0.661280508777598,0.2,1,0,1,1
3432,202509302253,0.66133,0.6613,0.66132,0.66132,8,m1,0.6613047631936166,0.6612750976011884,0.6612814838695091,0,0,0.6613047631936166,0.6612814838695091,0.2,1,0,1,1
3433,202509302254,0.66132,0.6612399999999999,0.66125,0.66132,35,m1,0.6613042182862174,0.6612746006189866,0.6612807064900151,0,0,0.6613042182862174,0.6612807064900151,0.2,0,1,-1,-1
3434,202509302255,0.66126,0.66117,0.66123,0.66125,38,m1,0.6613034797958074,0.6612737174384126,0.661279454477916,0,0,0.6613034797958074,0.661279454477916,0.2,0,1,-1,-1
3435,202509302256,0.66126,0.66121,0.66122,0.66123,30,m1,0.6613026491510731,0.6612726537267608,0.6612779864661157,1,0,0.6613026491510731,0.6612779864661157,0.2,0,1,-1,-1
3436,202509302257,0.66126,0.6612,0.66125,0.66122,86,m1,0.6613021252789231,0.661272205138112,0.661277295442261,0,0,0.6613021252789231,0.661277295442261,0.2,0,1,-1,-1
3437,202509302258,0.66129,0.6612399999999999,0.66126,0.66125,29,m1,0.6613017061219189,0.6612719634522087,0.661276868394304,0,0,0.6613017061219189,0.661276868394304,0.2,0,1,-1,-1
3438,202509302259,0.66137,0.66126,0.66132,0.66126,43,m1,0.6613018881505565,0.6612729146709768,0.6612779333722224,0,0,0.6613018881505565,0.6612779333722224,0.2,1,0,1,1
3439,202509302300,0.6614,0.66121,0.66134,0.66132,117,m1,0.6613022673729391,0.6612742430933337,0.6612794658815502,0,0,0.6613022673729391,0.6612794658815502,0.2,1,0,1,1
3440,202509302301,0.66136,0.66127,0.6613,0.66134,66,m1,0.6613022448120144,0.6612747531310894,0.6612799728968206,0,0,0.6613022448120144,0.6612799728968206,0.2,0,0,0,0
3441,202509302302,0.66137,0.66127,0.66137,0.6613,60,m1,0.6613029189929893,0.6612766392077014,0.6612821957882571,0,0,0.6613029189929893,0.6612821957882571,0.2,1,0,1,1
3442,202509302303,0.6614599999999999,0.66137,0.66145,0.66137,30,m1,0.6613043824855964,0.6612800720946777,0.6612863391021273,0,0,0.6613043824855964,0.6612863391021273,0.2,1,0,1,1
3443,202509302304,0.66145,0.66138,0.66139,0.66145,30,m1,0.6613052344011626,0.6612822488848821,0.6612888986304698,0,0,0.6613052344011626,0.6612888986304698,0.2,1,0,1,1
3444,202509302305,0.66148,0.66139,0.66147,0.66139,47,m1,0.6613068738598575,0.6612859667287457,0.6612933702692236,0,0,0.6613068738598575,0.6612933702692236,0.1,1,0,1,1
3445,202509302306,0.66153,0.66147,0.66152,0.66147,28,m1,0.6613089945179684,0.6612906010509488,0.6612989660650452,0,0,0.6613089945179684,0.6612989660650452,0.1,1,0,1,1
